"PheCode","CUI","PheCode_desc","CUI_desc","cos_coderpp"
"PheCode:008.52","C5442366","Intestinal infection due to C. difficile","Intestinal infection due to Clostridioides difficile",0.8753308153334598
"PheCode:008.52","C5442372","Intestinal infection due to C. difficile","Clostridioides difficile colitis",0.5093739510147661
"PheCode:008.6","C0042708","Viral Enteritis","Viral enteritis",0.9999999999959878
"PheCode:008.6","C0152517","Viral Enteritis","Viral gastroenteritis",0.5678471030091414
"PheCode:008.6","C0341272","Viral Enteritis","Enterovirus enteritis",0.5921613389024017
"PheCode:008.6","C0348098","Viral Enteritis","Other viral enteritis",0.5152318148758926
"PheCode:008.6","C0348099","Viral Enteritis","Viral intestinal infection, unspecified",0.5323608207450979
"PheCode:008.6","C0597757","Viral Enteritis","intestinal flu",0.534622768365282
"PheCode:008.6","C0864588","Viral Enteritis","Enteritis due to Torovirus",0.5182532137516396
"PheCode:008.6","C1112249","Viral Enteritis","Viral colitis",0.5039329203067293
"PheCode:008.6","C2010576","Viral Enteritis","gastroenteritis due to enterovirus",0.5373533154420194
"PheCode:008.6","C2215295","Viral Enteritis","acute viral enteritis",0.5504442922278423
"PheCode:008.6","C2609139","Viral Enteritis","Gastrointestinal viral infection",0.5044554682257143
"PheCode:008.6","C2712971","Viral Enteritis","Enteritis due to Norovirus",0.5272723190397196
"PheCode:008.7","C0152506","Intestinal infection due to protozoa","protozoal; infection, intestinal",0.6183713765902255
"PheCode:008.7","C0276774","Intestinal infection due to protozoa","Protozoal intestinal disease",0.6865264599624445
"PheCode:008.7","C0854312","Intestinal infection due to protozoa","Gastrointestinal protozoal infection",0.5023983171298707
"PheCode:008.7","C4303200","Intestinal infection due to protozoa","Enteritis caused by protozoan",0.62395852137142
"PheCode:010","C0041296","Tuberculosis","Tuberculosis",0.9999999999987916
"PheCode:010","C0041323","Tuberculosis","Tuberculosis, Oral",0.5439338194630764
"PheCode:010","C0041327","Tuberculosis","Tuberculosis, Pulmonary",0.5504842441830957
"PheCode:010","C0041330","Tuberculosis","Tuberculosis, Spinal",0.5530457924458757
"PheCode:010","C0152881","Tuberculosis","Tuberculosis of thyroid gland",0.5380215327771469
"PheCode:010","C1390439","Tuberculosis","tuberculosis; chest",0.5095821116939145
"PheCode:010","C2887034","Tuberculosis","Tuberculosis of cervix",0.5197810407759812
"PheCode:010","C3203357","Tuberculosis","Bone Tuberculosis",0.5398405584684708
"PheCode:010","C3825570","Tuberculosis","Tuberculosis in children",0.5227931949579643
"PheCode:031","C0152950","Diseases due to other mycobacteria","Diseases due to other mycobacteria",0.9999999999908878
"PheCode:031","C0275716","Diseases due to other mycobacteria","Infection due to other mycobacteria",0.7081479217082727
"PheCode:031.1","C0023343","Leprosy","Leprosy",0.9999999999979924
"PheCode:031.1","C1411934","Leprosy","Mycobacterium leprae infection",0.6156487681262173
"PheCode:031.1","C4285961","Leprosy","Hanseniasis",0.5264190533244846
"PheCode:038","C0004610","Septicemia","Bacteremia",0.5940004089764556
"PheCode:038","C0034189","Septicemia","Pyemia",0.5261528044813985
"PheCode:038","C0036690","Septicemia","Septicemia",0.999999999995931
"PheCode:038","C0040524","Septicemia","Septic Toxemia",0.5652306233206505
"PheCode:038","C0152946","Septicemia","Anthrax sepsis",0.5270638123481172
"PheCode:038","C0152964","Septicemia","Streptococcal sepsis",0.529985352773203
"PheCode:038","C0243026","Septicemia","Sepsis",0.7080310743957741
"PheCode:038","C0456103","Septicemia","Sepsis of the newborn",0.5578887843811926
"PheCode:038","C0684256","Septicemia","Bacterial sepsis",0.5527579308451093
"PheCode:038","C0748622","Septicemia","sepsis bacteremia",0.5581862985391249
"PheCode:038","C0809955","Septicemia","Septicemia (except in labor)",0.508865251730862
"PheCode:038","C0854324","Septicemia","Haemophilus sepsis",0.5460060412911671
"PheCode:038","C1141927","Septicemia","Wound sepsis",0.5567727564042031
"PheCode:038","C1168186","Septicemia","Septicopyemia",0.5122381353767227
"PheCode:038","C1400953","Septicemia","sepsis; infusion",0.5833235693900776
"PheCode:038","C1719672","Septicemia","Severe Sepsis",0.5049931964665147
"PheCode:038","C2887101","Septicemia","Sepsis, unspecified organism",0.6240350641438948
"PheCode:038","C3164780","Septicemia","Clinical sepsis",0.5030777027773738
"PheCode:038","C3825690","Septicemia","Septicemia in children",0.5100899988297334
"PheCode:038","C4285806","Septicemia","Clostridial sepsis",0.6150943487980219
"PheCode:038","C4704910","Septicemia","Maternal Sepsis",0.538789857860821
"PheCode:038","C4746810","Septicemia","Frequent sepsis",0.515616826014109
"PheCode:038.1","C0036685","Gram negative septicemia","Septicaemia due to gram-negative organism, unspecified",0.8093950952099349
"PheCode:038.1","C0744471","Gram negative septicemia","Gram-negative bacteremia",0.6470417809023967
"PheCode:038.1","C0744473","Gram negative septicemia","GRAM NEGATIVE ROD SEPSIS",0.5260768450226992
"PheCode:038.1","C1398929","Gram negative septicemia","sepsis; gram-negative, anaerobic",0.5146664940536158
"PheCode:038.1","C3163829","Gram negative septicemia","Sepsis caused by Gram negative bacteria",0.5217836204475681
"PheCode:038.2","C0036686","Gram positive septicemia","Gram positive sepsis",0.7831968372306566
"PheCode:038.2","C0744474","Gram positive septicemia","Gram-positive bacteremia",0.5890422373671597
"PheCode:038.3","C0004610","Bacteremia","Bacteremia",0.9999999999971294
"PheCode:038.3","C1135253","Bacteremia","bacteremia of newborn",0.5603970237212119
"PheCode:038.3","C1138371","Bacteremia","Hemorrhagic Bacteremia",0.5678310331888246
"PheCode:041","C0004623","Bacterial infection NOS","Bacterial Infections",0.9320889814498738
"PheCode:041","C0276067","Bacterial infection NOS","Bacterial infection, NEC",0.5026032542455838
"PheCode:041","C0854327","Bacterial infection NOS","Bacillus infection",0.5178644187356534
"PheCode:041","C0858906","Bacterial infection NOS","Infection pyogenic",0.5769871975800915
"PheCode:041","C0859310","Bacterial infection NOS","Bacterial infection due to staphylococcus aureus",0.5496769153915042
"PheCode:041","C1096231","Bacterial infection NOS","Micrococcus infection",0.5007989623613203
"PheCode:041","C1698473","Bacterial infection NOS","Wound infection bacterial",0.5876755142100931
"PheCode:041","C2239242","Bacterial infection NOS","Bacterial diseases (& [excl TB])",0.5057220024187677
"PheCode:041","C2609177","Bacterial infection NOS","Eubacterium infection",0.562417558212934
"PheCode:041","C4285778","Bacterial infection NOS","Systemic bacterial infection",0.5070693754682312
"PheCode:041.1","C0038160","Staphylococcus infections","Staphylococcal Infections",0.947312493141362
"PheCode:041.1","C0854511","Staphylococcus infections","Staphylococcal toxaemia",0.5044816622812427
"PheCode:041.1","C0859310","Staphylococcus infections","Bacterial infection due to staphylococcus aureus",0.5283444985646926
"PheCode:041.1","C1318973","Staphylococcus infections","Staphylococcus aureus infection",0.5312930211361196
"PheCode:041.1","C1409970","Staphylococcus infections","staphylitis",0.5360294373500676
"PheCode:041.1","C2887106","Staphylococcus infections","Staphylococcal infection, unspecified site",0.5677774513771838
"PheCode:041.11","C0748983","Methicillin sensitive Staphylococcus aureus","STAPH AUREUS METHICLLLIN SENSITIVE",0.6562694194404816
"PheCode:041.2","C0038395","Streptococcus infection","Streptococcal Infections",0.911737874245494
"PheCode:041.2","C0341016","Streptococcus infection","Streptococcal infection of mouth",0.5054347895032332
"PheCode:041.2","C4303147","Streptococcus infection","Infection caused by gamma-hemolytic Streptococcus",0.5305900218686974
"PheCode:041.2","C4303151","Streptococcus infection","Infection caused by beta-hemolytic Streptococcus",0.5186144804738185
"PheCode:041.21","C0152113","Rheumatic fever / chorea","Rheumatic Chorea",0.5642294746782794
"PheCode:041.8","C3510357","H. pylori","stomach Helicobacter pylori",0.5825394328720837
"PheCode:041.9","C0375792","Infection with drug-resistant microorganisms","Infection with drug-resistant microorganism",0.9550723682242052
"PheCode:041.9","C1444093","Infection with drug-resistant microorganisms","Infection due to resistant bacteria",0.5095607087859225
"PheCode:041.9","C1444094","Infection with drug-resistant microorganisms","Infection due to resistant fungi",0.5210108576595223
"PheCode:041.9","C3826434","Infection with drug-resistant microorganisms","Drug resistance in microorganisms",0.5507584715726253
"PheCode:053","C0019360","Herpes zoster","Herpes zoster disease",0.9001545596969545
"PheCode:053","C1135841","Herpes zoster","Zoster Sine Herpete",0.5344882951229313
"PheCode:053","C2900499","Herpes zoster","Zoster keratitis",0.6275450527233424
"PheCode:053.1","C1264623","Herpes zoster with nervous system complications","Herpes zoster with nervous system complication",0.9489990290053558
"PheCode:054","C0019345","Herpes simplex","Herpes Labialis",0.6000481622758741
"PheCode:054","C0019347","Herpes simplex","Herpes progenitalis",0.5634251989478292
"PheCode:054","C0019348","Herpes simplex","Herpes Simplex Infections",0.8815287947535526
"PheCode:054","C0019357","Herpes simplex","Keratitis, Herpetic",0.5051453917599538
"PheCode:054","C0239951","Herpes simplex","HERPETIC ERUPTION",0.5098418709120078
"PheCode:054","C0262510","Herpes simplex","HERPETIC VAGINITIS",0.5362048786412145
"PheCode:054","C0740455","Herpes simplex","Herpes simplex type II",0.5066882324881603
"PheCode:054","C0740456","Herpes simplex","Herpes simplex type I",0.5119979891095632
"PheCode:054","C0854331","Herpes simplex","Herpes simplex dermatitis",0.5010630799159439
"PheCode:054","C1319947","Herpes simplex","Combined Herpes simplex 1 and Herpes simplex 2 infection",0.5003802815997029
"PheCode:054","C1400768","Herpes simplex","viral; infection, herpesvirus (herpes) (simplex)",0.6505969024862729
"PheCode:054","C1963747","Herpes simplex","Herpes simplex hepatitis",0.5284969338691807
"PheCode:054","C2900470","Herpes simplex","Herpes simplex facialis",0.5405125260887155
"PheCode:054","C5394544","Herpes simplex","Herpetic infections",0.6864112695348633
"PheCode:070","C0019158","Viral hepatitis","Hepatitis",0.7575628058262946
"PheCode:070","C0019159","Viral hepatitis","Hepatitis A",0.6422828644529203
"PheCode:070","C0019163","Viral hepatitis","Hepatitis B",0.544065405809143
"PheCode:070","C0019176","Viral hepatitis","Hepatitis disease or syndrome",0.6177864989577482
"PheCode:070","C0042721","Viral hepatitis","Viral hepatitis",0.9999999999968872
"PheCode:070","C0267797","Viral hepatitis","Acute hepatitis",0.5587530599792092
"PheCode:070","C0400894","Viral hepatitis","Hepatitis due to infection",0.5418148180225217
"PheCode:070","C2911595","Viral hepatitis","Unspecified viral hepatitis B",0.5815095331674273
"PheCode:070","C4534565","Viral hepatitis","Viral hepatitis (e.g., Hepatitis A, B, C, D, and E)",0.605647160145618
"PheCode:070","C5442209","Viral hepatitis","Hepatitis virus infections",0.7160740762664547
"PheCode:070.1","C0019159","Viral hepatitis A","Hepatitis A",0.8203631627052355
"PheCode:070.1","C0151327","Viral hepatitis A","Infectious hepatitis, icteric",0.5434517899948907
"PheCode:070.1","C0276434","Viral hepatitis A","Acute type A viral hepatitis",0.5397987747112438
"PheCode:070.1","C2911590","Viral hepatitis A","Hepatitis A (acute)(viral) NOS",0.6810216143919138
"PheCode:070.2","C0019163","Viral hepatitis B","Hepatitis B",0.8132001525419851
"PheCode:070.2","C0744836","Viral hepatitis B","HEPATITIS B INFECTIOUS",0.6557907215771654
"PheCode:070.2","C2911595","Viral hepatitis B","Unspecified viral hepatitis B",0.8029823069671757
"PheCode:070.3","C0019196","Viral hepatitis C","Hepatitis C",0.9177953638616289
"PheCode:070.3","C0400914","Viral hepatitis C","Acute hepatitis C",0.5097895550326914
"PheCode:070.4","C0019189","Chronic hepatitis","Hepatitis, Chronic",0.8063212385638207
"PheCode:070.4","C0276623","Chronic hepatitis","Chronic viral hepatitis",0.512812389499733
"PheCode:070.9","C0019158","Hepatitis NOS","Hepatitis",0.8982216156615811
"PheCode:070.9","C0019176","Hepatitis NOS","Hepatitis disease or syndrome",0.6222609270083581
"PheCode:070.9","C0042721","Hepatitis NOS","Viral hepatitis",0.8321515884286067
"PheCode:070.9","C0267797","Hepatitis NOS","Acute hepatitis",0.5742129453629004
"PheCode:070.9","C0400894","Hepatitis NOS","Hepatitis due to infection",0.5028825449008514
"PheCode:070.9","C0564695","Hepatitis NOS","Other hepatitis",0.5364526204236447
"PheCode:070.9","C3275700","Hepatitis NOS","Hepatic inflammation",0.7379631260260412
"PheCode:070.9","C3826217","Hepatitis NOS","Hepatitis in children",0.515320799602035
"PheCode:070.9","C5442209","Hepatitis NOS","Hepatitis virus infections",0.5717544412058206
"PheCode:071","C0019693","Human immunodeficiency virus [HIV] disease","HIV Infections",0.9001070618485745
"PheCode:071","C0744968","Human immunodeficiency virus [HIV] disease","HIV fever",0.6754480951350359
"PheCode:071","C0856048","Human immunodeficiency virus [HIV] disease","Human T-cell lymphotropic virus type III infection",0.6325653881354651
"PheCode:071","C1385030","Human immunodeficiency virus [HIV] disease","disease (or disorder); infectious, resulting from HIV disease",0.5449773326963268
"PheCode:071","C1456617","Human immunodeficiency virus [HIV] disease","HIV/AIDS and Infections",0.5998130880951684
"PheCode:071","C1720105","Human immunodeficiency virus [HIV] disease","AIDS-associated disorder",0.515341853474324
"PheCode:071","C3826758","Human immunodeficiency virus [HIV] disease","AIDS (Disease)",0.6161803569661598
"PheCode:071.1","C0864665","HIV infection, symptomatic","symptomatic HIV infection",0.8419047917177752
"PheCode:071.1","C1399687","HIV infection, symptomatic","syndrome; HIV infection",0.5337957722866402
"PheCode:071.1","C3661937","HIV infection, symptomatic","Symptomatic human immunodeficiency virus infection",0.7806558767139686
"PheCode:078","C1540626","Viral warts & HPV","Viral warts (& [condyloma acuminatum])",0.5783532966584403
"PheCode:078","C5394117","Viral warts & HPV","Palmar and plantar warts",0.503895253571383
"PheCode:079","C0003723","Viral infection","Arbovirus Infections",0.5578877751911522
"PheCode:079","C0010823","Viral infection","Cytomegalovirus Infections",0.5149357259424628
"PheCode:079","C0012922","Viral infection","DNA Virus Infections",0.5793674378467226
"PheCode:079","C0014378","Viral infection","Enterovirus Infections",0.5562796154248183
"PheCode:079","C0042769","Viral infection","Virus Diseases",0.8706237537151389
"PheCode:079","C0206752","Viral infection","Alphavirus Infections",0.5117712815945892
"PheCode:079","C0276447","Viral infection","Rhinovirus infection",0.5096094470768706
"PheCode:079","C0348186","Viral infection","Herpesviral infection, unspecified",0.5108736507190111
"PheCode:079","C0729529","Viral infection","Viral infection by site",0.6138593814715713
"PheCode:079","C0948998","Viral infection","Viral infectious disorders",0.7191220256476802
"PheCode:079","C1096184","Viral infection","West Nile viral infection",0.5001554725561128
"PheCode:079","C1400754","Viral infection","viral; infection, ECHO(-virus), unspecified nature or site",0.5424692194667935
"PheCode:079","C1400767","Viral infection","viral; infection, specified type, unspecified site",0.5051039852028896
"PheCode:079","C1540964","Viral infection","Viral: [diseases] or [exanthem]",0.5122014715201397
"PheCode:079","C1655732","Viral infection","Viral fever",0.6505259698806491
"PheCode:079","C2721652","Viral infection","Alphaviral infection",0.5480031476260536
"PheCode:079","C3272758","Viral infection","Pediatric Viral Infection",0.5448992232858302
"PheCode:079.1","C0008049","Varicella infection","Chickenpox",0.8345256011826472
"PheCode:079.1","C0586989","Varicella infection","Varicella Zoster Virus Infection",0.5035434556101441
"PheCode:079.1","C0750127","Varicella infection","varicella pregnancy",0.5507173547403399
"PheCode:079.1","C4315474","Varicella infection","Varicella zoster virus (VZV) infections",0.647085817714625
"PheCode:079.2","C0021345","Infectious mononucleosis","Infectious Mononucleosis",0.9999999999980164
"PheCode:079.2","C0339973","Infectious mononucleosis","Infectious mononucleosis pneumonia",0.5479197981888978
"PheCode:079.2","C1401679","Infectious mononucleosis","glandular fever; fever",0.5681978601951517
"PheCode:079.9","C0042749","Viremia, NOS","Viremia",0.720587327132161
"PheCode:079.9","C1691782","Viremia, NOS","Epstein-Barr viraemia",0.5575099679692106
"PheCode:080","C0038941","Postoperative infection","Surgical Wound Infection",0.5464580118220332
"PheCode:080","C0392618","Postoperative infection","Postoperative infection",0.9999999999976448
"PheCode:080","C1868855","Postoperative infection","Post procedural infection",0.6079411068574152
"PheCode:080","C3646684","Postoperative infection","Postprocedural infection",0.6004242796001362
"PheCode:080","C3698200","Postoperative infection","Postoperative sepsis",0.5768049735914649
"PheCode:081","C0161777","Infection/inflammation of internal prosthetic device; implant; and graft","Infection and inflammatory reaction due to internal prosthetic device, implant, and graft",0.5794231026077223
"PheCode:081","C0810373","Infection/inflammation of internal prosthetic device; implant; and graft","Infection and inflammation--internal prosthetic device; implant; and graft",0.7644955416030044
"PheCode:081.1","C0018133","Graft-versus-host disease","Graft-vs-Host Disease",0.9174638848520223
"PheCode:081.1","C1328551","Graft-versus-host disease","Transfusion associated graft versus host disease",0.5164910796692066
"PheCode:081.1","C1334228","Graft-versus-host disease","Intestinal Graft Versus Host Disease",0.5676056017922084
"PheCode:081.1","C1384953","Graft-versus-host disease","disease (or disorder); graft-versus-host (GVH) (bone marrow)",0.5476233125246177
"PheCode:081.1","C5203917","Graft-versus-host disease","Ocular Graft Versus Host Disease",0.5946798728842415
"PheCode:081.11","C0856825","Acute graft-versus-host disease","Acute GVH disease",0.8454455377633199
"PheCode:081.11","C4552367","Acute graft-versus-host disease","Hyperacute graft versus host disease",0.534476524380912
"PheCode:081.11","C5243698","Acute graft-versus-host disease","Acute graft versus host disease oral",0.5089665877405769
"PheCode:081.11","C5546016","Acute graft-versus-host disease","Late acute graft-versus-host disease",0.5371641838592986
"PheCode:081.12","C0867389","Chronic graft-versus-host disease","Chronic graft-versus-host disease",0.9999999999975288
"PheCode:081.12","C3538874","Chronic graft-versus-host disease","Stable chronic Graft vs Host Disease",0.5419852403006744
"PheCode:081.12","C5203918","Chronic graft-versus-host disease","Chronic Ocular Graft Versus Host Disease",0.5805760892428824
"PheCode:090","C0809958","Sexually transmitted infections (not HIV or hepatitis)","Sexually transmitted infections (not HIV or hepatitis)",0.9999999999956152
"PheCode:090","C5225750","Sexually transmitted infections (not HIV or hepatitis)","Sexually transmitted infections (excluding HIV and hepatitis)",0.633467991886614
"PheCode:090.2","C0018081","Gonococcal infections","Gonorrhea",0.8843887469270817
"PheCode:090.2","C0812378","Gonococcal infections","Gonococcal cervicitis",0.5668617989945964
"PheCode:090.2","C0848579","Gonococcal infections","urogenital gonorrhoea",0.6014175447180139
"PheCode:090.2","C0848818","Gonococcal infections","female gonococcal infection",0.5924968694945513
"PheCode:090.2","C0864762","Gonococcal infections","acute gonorrhea",0.5054753183488567
"PheCode:090.2","C1534406","Gonococcal infections","(Gonococcal infections NOS) or (gonorrhoea)",0.7513252756680601
"PheCode:090.2","C2945680","Gonococcal infections","Genital gonorrhea",0.5576086766225085
"PheCode:090.3","C1400527","Venereal diseases due to Chlamydia trachomatis","Chlamydia; sexually transmitted infection",0.5074421407828362
"PheCode:090.3","C3853851","Venereal diseases due to Chlamydia trachomatis","Venereal disease due to Chlamydia trachomatis",0.9022673414462294
"PheCode:090.3","C4290045","Venereal diseases due to Chlamydia trachomatis","sexually transmitted diseases due to Chlamydia",0.6286113926746015
"PheCode:090.3","C4763961","Venereal diseases due to Chlamydia trachomatis","Sexually Transmitted Chlamydial Disease",0.5827338488736061
"PheCode:1000","C0006434","Burns","Burn injury",0.6585343421361065
"PheCode:1000","C0274089","Burns","Burn of hand",0.5270796374544398
"PheCode:1000","C0433592","Burns","Burn unspecified degree",0.5089089011563661
"PheCode:1000","C1812606","Burns","Burn, unspecified site",0.5984465295747127
"PheCode:1000","C1812615","Burns","Burn of unspecified degree of unspecified site of trunk",0.5260809041720587
"PheCode:1001","C0863170","Foreign body injury","Foreign body trauma",0.6399799045401593
"PheCode:1001","C1275632","Foreign body injury","Foreign body in wound",0.5747769340773639
"PheCode:1002","C0159043","Symptoms concerning nutrition, metabolism, and development","Other symptoms concerning nutrition, metabolism, and development",0.5827137232386198
"PheCode:1002","C0476235","Symptoms concerning nutrition, metabolism, and development","symptoms concerning nutrition, metabolism, and development",0.9999999999961144
"PheCode:1003","C0011071","Sudden death","Sudden death",0.999999999993924
"PheCode:1003","C0085298","Sudden death","Sudden Cardiac Death",0.5035020577131354
"PheCode:1003","C0425045","Sudden death","Sudden death of infant",0.5100628509677948
"PheCode:1003","C3825008","Sudden death","Sudden death in children",0.5063729993359218
"PheCode:1004","C0478140","Other signs and symptoms involving emotional state","Other symptoms and signs involving emotional state",0.9639583340761972
"PheCode:1005","C0029625","Other symptoms","Other general symptoms",0.6241514078759316
"PheCode:1005","C0427211","Other symptoms","Other joint symptoms NOS",0.5248628382727862
"PheCode:1005","C3257980","Other symptoms","Other symptoms",0.999999999996232
"PheCode:1005","C4483233","Other symptoms","Other symptoms of illness",0.7062032734356916
"PheCode:1006","C0332679","Crushing injury","Crushing injury",0.9999999999984686
"PheCode:1006","C0586106","Crushing injury","Crush - wound",0.57584386399895
"PheCode:1007","C0178324","Injury to blood vessels","Vascular System Injuries",0.8443427381971271
"PheCode:1007","C0434202","Injury to blood vessels","Injury to blood vessel during surgery",0.5013390340838526
"PheCode:1007","C1389629","Injury to blood vessels","vascular; damage",0.5177460829475911
"PheCode:1007","C1994937","Injury to blood vessels","Vessel injury (& [ blood (& [artery] or [vein])])",0.6886750534678683
"PheCode:1007","C4540918","Injury to blood vessels","Vascular trauma",0.6252153268524842
"PheCode:1008","C0332675","Crushing or internal injury to organs","Injury of internal organ",0.5100383461767717
"PheCode:1008","C0549041","Crushing or internal injury to organs","Traumatic damage to internal organs or tissues",0.5440376640253201
"PheCode:1008","C0562213","Crushing or internal injury to organs","Injury of body cavity structure",0.5483120949767275
"PheCode:1008","C0810067","Crushing or internal injury to organs","Crushing injury or internal injury",0.7348268132335153
"PheCode:1009","C0026771","Injury, NOS","Multiple Trauma",0.5197660862363089
"PheCode:1009","C0029509","Injury, NOS","Unspecified site injury",0.5466781618457685
"PheCode:1009","C0037578","Injury, NOS","Soft Tissue Injuries",0.6690861629926415
"PheCode:1009","C0038662","Injury, NOS","Suicide and self-inflicted injury by unspecified means",0.5329205853543509
"PheCode:1009","C0043250","Injury, NOS","Injury wounds",0.5607350136800956
"PheCode:1009","C0043251","Injury, NOS","Wounds and Injuries",0.7871739898200455
"PheCode:1009","C0149674","Injury, NOS","Injury of elbow",0.594070723925449
"PheCode:1009","C0178671","Injury, NOS","Head and neck injury",0.5016798693012395
"PheCode:1009","C0221206","Injury, NOS","Traumatic abnormality",0.56254651163239
"PheCode:1009","C0272421","Injury, NOS","INJURIES: GENERAL TERMS",0.5372582639908139
"PheCode:1009","C0272429","Injury, NOS","Injury of trunk",0.6281163805264489
"PheCode:1009","C0272446","Injury, NOS","Injury of thigh",0.5499166658213401
"PheCode:1009","C0272448","Injury, NOS","Injury of musculoskeletal system",0.6106485754952928
"PheCode:1009","C0302401","Injury, NOS","Injury, other and unspecified",0.5192319209818587
"PheCode:1009","C0332662","Injury, NOS","GENERAL INJURIES",0.5297427423841241
"PheCode:1009","C0332665","Injury, NOS","Recent injury",0.5515068604230687
"PheCode:1009","C0332671","Injury, NOS","Superficial injury",0.5881495095700051
"PheCode:1009","C0332679","Injury, NOS","Crushing injury",0.6521214871865719
"PheCode:1009","C0332797","Injury, NOS","wounded",0.5252537346353887
"PheCode:1009","C0332798","Injury, NOS","Open wound",0.5424608096933665
"PheCode:1009","C0418732","Injury, NOS","Injury due to bullet",0.5494791785582132
"PheCode:1009","C0521168","Injury, NOS","Occupational Injuries",0.5036067041565364
"PheCode:1009","C0549356","Injury, NOS","Inflicted injury",0.7201270828649367
"PheCode:1009","C0560611","Injury, NOS","Injury of body structure",0.644146386295118
"PheCode:1009","C0560631","Injury, NOS","Upper back injury",0.5076853586818362
"PheCode:1009","C0560636","Injury, NOS","Pelvic injury",0.541279217755461
"PheCode:1009","C0560639","Injury, NOS","Shin injury",0.5063773720450226
"PheCode:1009","C0564445","Injury, NOS","Wound lesion",0.71199860720445
"PheCode:1009","C0581310","Injury, NOS","Scalp injury",0.5098734790861258
"PheCode:1009","C0743668","Injury, NOS","Limb injury",0.5772826878578209
"PheCode:1009","C0854679","Injury, NOS","Needle injury",0.5466938978720481
"PheCode:1009","C1265682","Injury, NOS","Missile wound",0.5292622532639465
"PheCode:1009","C1302852","Injury, NOS","Friction injury",0.6597548060258527
"PheCode:1009","C1402312","Injury, NOS","traumatic; lesion",0.600524202415946
"PheCode:1009","C1405860","Injury, NOS","puncture injury",0.6284469930450487
"PheCode:1009","C1997093","Injury, NOS","Injury of radius",0.5249806328733482
"PheCode:1009","C1998924","Injury, NOS","Traumatic Wound",0.6563278134259563
"PheCode:1009","C2063868","Injury, NOS","injuries or accidents",0.6361929522980287
"PheCode:1009","C2832848","Injury, NOS","Unspecified injury of nose",0.5625049584904354
"PheCode:1009","C3263722","Injury, NOS","Traumatic AND/OR non-traumatic injury",0.6751881117101145
"PheCode:1009","C3263723","Injury, NOS","Traumatic injury",0.888275906385679
"PheCode:1009","C3544110","Injury, NOS","Lacrimal structure injury",0.5052464668305463
"PheCode:1009","C3714513","Injury, NOS","Connective and Soft Tissue Injury",0.5334749406563325
"PheCode:1009","C3854111","Injury, NOS","Concussive injury",0.505811257294315
"PheCode:1009","C4540686","Injury, NOS","Physical injury",0.63225761378328
"PheCode:1009","C4552279","Injury, NOS","Tissue injury",0.6114198777970605
"PheCode:1009","C4697997","Injury, NOS","External trauma",0.5477740441609935
"PheCode:1009","C4763989","Injury, NOS","Transport Injury",0.559411149666098
"PheCode:1009","C5438479","Injury, NOS","Injury of head and/or neck",0.5573558952387938
"PheCode:1009","C5439498","Injury, NOS","Nontraumatic injury",0.5536327706894641
"PheCode:1011","C0274310","Complications of surgical and medical procedures","Complication of surgical and medical care, unspecified",0.663278305561225
"PheCode:1011","C3825618","Complications of surgical and medical procedures","Surgery--Complications",0.5698202685304073
"PheCode:1011","C4270736","Complications of surgical and medical procedures","Complications of medical and surgical care (Y62-Y84)",0.5088026085153718
"PheCode:1012","C0543419","Late effect","Sequela of disorder",0.5618511433763673
